Id,geacron_similarity,concept_similarity
901,0.8348,0.79708508989904
703,0.8304,0.75136582082764
1782,-1,0.919918331376497
1920,-1,0.78008278313669
1825,-1,0.81797162969235
1238,0.841,-1
1556,-1,0.75392831819313
2035,0,-1
618,-1,0.70417840976111
1340,0,-1
69,0.8356,0.73689576007658
1463,0.8412,0.946941238357753
966,0.8352999999999999,0.75793649794677
752,0.8377,0.8152333090942601
552,-1,0.932952449020635
1787,0.8295,0.85800820338614
898,0.8348,0.82362344522109
434,0.8852,0.7735276406525899
492,-1,0.88977452720657
2031,0,-1
418,-1,0.74556329871254
1439,1.0,0.975540885446992
120,-1,0.7104884816251
343,0.8311999999999999,0.78163769714014
1501,0.8589,-1
1209,1.0,0.7712239871958699
673,-1,0.8492269565655
2007,-1,0.75750747479637
853,-1,0.908345980833538
553,-1,0.84497872009525
1088,0.8397,0.80822391548399
1742,0.9343,-1
1737,-1,0.7659344283184499
1006,0.8295,-1
1017,0.832,-1
992,0.8451,-1
1671,-1,0.80559894842334
1940,0.8839,0.84225032850073
884,0.9047000000000001,0.87388073234629
123,-1,0.79111167185691
295,-1,0.89573032294762
1185,-1,0.82674626202434
46,0.8775,0.903788899381855
1857,-1,0.77993913127089
696,-1,0.71705728465621
1308,0.8871,0.7170454022530399
1666,-1,0.82024112023339
536,-1,0.84234370007035
180,0.8589,0.76088919559342
984,0.9115,0.82392419109128
1715,-1,0.7794512876126201
921,0.8359,0.72342135699302
1200,0.7777000000000001,0.71648843231139
1996,0.8515,-1
1189,0.8884,0.77215505381837
1758,0.9343,-1
1870,-1,0.78168201710804
612,0.8306,0.7594938951952099
168,0.8832,0.83040966915145
1289,0.8319,0.77973932488058
859,-1,0.908845993961354
317,0.8382000000000001,-1
1908,-1,0.78042157199396
1946,0.8862,-1
24,0.837,0.70051020491427
896,0.8379,0.78322823409791
1156,-1,0.66630111604424
230,0.8344,0.77685027522115
1964,-1,0.80829792059179
355,0.8311999999999999,-1
435,0.8831,0.73766791775338
1089,0.8401000000000001,-1
451,-1,0.81800155087298
788,0.6218,-1
916,0.835,0.78308205508889
1536,-1,0.7849097078497
1484,0.8828,0.77819583776554
985,0.8447,0.85956974536345
222,0.8356,0.74414832130935
977,0.8385,0.80579088684282
1309,0.8871,0.71704760046937
1576,0.8319,0.8331019835859
72,-1,0.85453830219161
1349,0.8311999999999999,-1
763,0.8855999999999999,0.83664024652098
1278,0.8311999999999999,0.76160673675378
1936,-1,0.79612453521226
986,0.8447,0.81323667583835
1099,0.8371999999999999,-1
1611,-1,0.88780867100517
570,0.9096,0.79753419332149
1097,0.8371999999999999,-1
1114,0.9483,0.7895555346801599
1148,-1,0.7187538509729801
379,0.7806,0.7558176577764399
1882,-1,0.7814014547128301
260,0.8356,0.7387072055680399
1638,0.9004,-1
1629,0.8884,-1
1847,-1,0.78042332974386
1892,-1,0.78140532983836
201,0.8374,0.793171945356
1362,0.7812,-1
1907,-1,0.78168051795129
730,1.0,0.78678637956402
1652,-1,0.79325968724519
723,0.8379,0.8229583323734599
239,0.8358,0.72817840707745
172,-1,0.82834572006439
541,-1,0.85622957750562
1168,0.8823,0.8140152663289
766,0.8357,0.82082654056271
1994,-1,0.7868469410846199
1726,-1,0.78059909922647
1015,0.832,0.82507483400147
335,0.8319,-1
234,0.8335,0.74058340966673
1613,-1,0.83564238705031
830,0.8392,0.7868344684315101
2002,-1,0.79173914894119
1193,0.8828,0.76210468380386
1567,0.7793,0.77522388846972
58,0.855,0.88646685039427
276,0.833,0.7305228721303301
620,-1,0.71261595237619
1677,-1,0.77837067399493
1637,0.9004,-1
240,0.8358,0.7174665523024699
652,1.0,0.988313853434527
232,0.8331999999999999,0.76868463401419
585,0.8376,-1
1502,0.8589,-1
1133,0.8293,-1
1357,0.8311999999999999,-1
319,0.8374,0.963026923277628
1604,-1,0.84394843126041
1040,0.832,0.83278810026783
2001,-1,0.79708555315509
1918,-1,0.78042470679076
1199,-1,0.87569019131752
586,0.8376,-1
1018,0.832,-1
593,0.9196,-1
1717,-1,0.77990696353308
1417,0.8357,0.966177358317301
438,0.8843,0.77227615967466
1683,-1,0.7783703090522001
702,-1,0.67753569972911
533,0.8845,-1
1508,0.8369,0.82509084047771
776,0.8828,0.82660247881899
1221,0.8091,-1
1435,0.9422,0.948225575997985
107,-1,0.732355711624
1086,0.8935,-1
1932,-1,0.8335272169936601
828,0.8382000000000001,-1
2009,-1,0.77891420541323
641,0.8311999999999999,0.7460626906213099
774,0.8833,0.87208244298843
124,0,0.80583907236396
940,0.8379,0.72270952605811
1104,0.8466,-1
905,0.8345,0.82044303540816
442,-1,0.79175578380479
1222,0.8351999999999999,0.73246518051191
458,-1,0.940898074822606
623,0.7806,0.74591737310617
1752,0.9343,-1
1953,-1,0.79664430567524
81,-1,0.80456779487059
425,0.8828,0.73834531154161
213,0.8923,0.7562849699558
416,-1,0.82825441548185
661,0.8311999999999999,0.78381180231002
687,0,-1
1389,-1,0.78051931730238
187,0.7852,0.7425097314715601
1155,-1,0.72757647201519
1503,0.9089,-1
1481,0.9467,-1
528,0.7396,-1
565,-1,0.80480705916395
1547,-1,0.78887463292599
930,-1,0.8092069413549
1322,0.837,0.73342545561784
184,0.8835,0.78292663599429
1783,0.8295,0.72064700715046
4,0.7396,-1
1724,-1,0.78117309772169
1343,0.8311,0.74583028188598
1537,-1,0.88348054624141
1958,0.928,-1
1706,-1,0.77855371833197
1684,-1,0.77817575114313
822,0.7787999999999999,0.7311603443967101
444,-1,0.84779946280846
97,0.842,0.81215453723739
116,-1,0.70995452330179
1853,-1,0.78042250253143
729,1.0,0.79120856239979
786,-1,0.78021460508871
1444,0.9283,-1
1275,0,-1
1589,-1,0.84131319556387
1083,0.8885,0.77058006378513
793,-1,0.89737593934105
539,-1,0.8578116305108701
397,0.8374,0.80877135303225
873,0.8364,0.81574043661802
807,0.8364,0.80049660586142
238,0.8345,-1
1240,0.943,-1
607,0.8291,0.76937449960348
1509,0,-1
439,0.8298,0.72193018024977
897,0.8354,0.82761763722453
64,0.8833,0.87614010798346
605,0.8289,0.80523821116893
1392,0.8845,0.75558963800651
1686,-1,0.7770655203729799
1865,-1,0.78042394848467
1381,0.8311999999999999,0.75328956923088
1968,-1,0.7765750151158
981,0.8394,0.79673259726018
1077,0.843,0.78986722562652
1039,0.832,0.78005790266943
1403,0.8323,0.8072964366270701
1467,0.8379,0.955398750402484
1538,-1,0.7701477364514
1284,0.8344,0.7366831533084099
1262,0.8877,0.7959286485420201
1898,-1,0.7730067719249201
899,0.8349,0.83903614733751
642,0,0.77871889632847
271,0.8314,0.75971216619519
454,0.8414,0.933959556733543
732,1.0,0.78676134579535
1227,0.7846,0.79879194039842
1592,-1,0.83346063491839
1553,0.9202,-1
400,-1,0.7418321182823
270,0.8314,0.7625892669212699
1078,0.843,0.78985279157745
1566,0.8289,0.7875000243446599
1727,-1,0.80159649198747
1101,0.3218,-1
780,0.8828,0.80844138516176
183,-1,0.79103998003563
1670,-1,0.924999798634909
247,0.8331999999999999,0.75190544127328
1744,0.9343,-1
1732,-1,0.8315677892530999
1153,-1,0.80270311465907
797,0.9452,0.89839373234137
1187,0.8047,-1
404,0.8388,0.76176573595718
1879,-1,0.7811153953341801
1673,-1,0.7768932713922501
1223,0,0.71175838024578
1842,-1,0.77115454270987
688,0,-1
489,0.8558,0.87572123098995
1024,0.832,0.81786005972131
609,0.8363,0.77385202621662
911,0.8348,0.8346804748016
1010,0.832,0.79441799695077
1053,0.9457,-1
787,-1,0.76703392467424
42,-1,0.89499102911775
1999,-1,0.76584534004991
1745,0.9343,-1
2036,0,-1
1910,-1,0.78007769980531
537,-1,0.8460157346011901
1648,-1,0.87623841005634
152,0.839,0.8335736191606999
1167,0.836,0.79729364785456
231,0.8362,0.7769830802729201
1809,-1,0.82044774431968
1736,0.8412,0.947435876971717
1106,-1,0.87003947016323
422,0.8828,0.73690535155405
1004,0.8295,-1
698,-1,0.76150858086741
2015,-1,0.78975128879596
1649,-1,0.79513117242578
1754,0.9343,-1
1021,-1,0.84916734757881
1539,-1,0.86774453496595
947,0.8386,0.79899662113172
765,0.8357,0.81928351751308
1835,-1,0.82504482694368
1316,-1,0.8061613493495
1743,0.9343,-1
1384,0.8337,0.7691452965403001
1919,-1,0.78111979003424
261,0.8331,0.74091361695354
153,0.8394,-1
1418,0.8324,0.83175616000861
874,0.8915,-1
1568,0,-1
767,0.8351999999999999,0.79632853469236
1032,0.832,-1
1663,0.8331999999999999,0.7463871940585101
2029,-1,0.75825507517926
96,-1,0.81542983800754
1722,-1,0.7795796440817699
327,0.779,0.7749590656234
613,0.8367,0.7321433306010701
1427,0.9477,-1
604,-1,0.84903472438202
682,-1,0.73373022738991
462,-1,0.940443542211631
1653,-1,0.8404702161779
1466,-1,0.85379897503485
1033,0.832,-1
1665,-1,0.7298116240893799
185,0.8331999999999999,0.83092849482734
521,0.8923,0.7861874536935
1141,0.9452,-1
1410,0.8388,-1
872,0.8364,0.83295673849409
328,0.834,0.78272884639184
1950,-1,0.79236144921621
952,0.8589,0.79286126981798
403,-1,0.8559421400173299
1921,-1,0.7800829500826401
191,0.8351999999999999,0.86437118882672
1145,-1,0.83077167917633
569,0.9371,-1
1618,-1,0.88939156951085
339,0.8311999999999999,0.74470455205731
447,-1,0.77858795649059
962,0.8571,-1
1839,-1,0.76985065428955
103,-1,0.78039405559188
761,0.8304,0.82548596835668
194,0.8895,0.81605686656176
617,-1,0.68487891783915
22,0.8377,0.77992466534627
1366,0.8311999999999999,0.74500817338573
1612,0.8327,0.80840109774671
778,0.8828,0.80373214475052
1468,0.8379,0.963691466794335
1094,0.8409,0.86244436516908
1505,-1,0.7595910716057099
1043,0.832,0.88323643858467
1252,0.8558,0.8028133854914901
1678,-1,0.77817536001648
1465,-1,0.88457884682143
1449,0.9343,-1
1234,0.8376,-1
1062,0.8309,0.7751633298981699
1981,-1,0.76041207622839
848,0.8385,0.78242291604212
108,-1,0.70236658978475
1761,-1,0.81782084847722
1822,-1,0.76921853775102
26,0.837,0.7005061019112
1346,0.8884,0.73047341552845
683,-1,0.75441821687515
844,0.839,-1
1151,-1,0.65594598473208
1524,0.718,-1
651,0.8306,0.75845262724994
1326,0,-1
60,-1,0.88892927555899
885,0.8478,0.87415134239242
1535,-1,0.79076653664442
57,0.8388,0.82693277011622
989,0.8943,0.80616389189701
54,0.7908,0.88343223458872
1011,-1,0.936180780867961
1694,-1,0.77856152088226
1849,-1,0.78008141657646
700,-1,0.6875594627299699
1778,-1,0.86911270030089
1785,0.8295,0.72151143495128
611,0.8306,0.75765347098555
155,0.841,0.8075563638102801
1845,-1,0.77993936358432
935,-1,0.8092130784928699
1014,-1,0.92543939977517
1002,0.84,-1
1716,-1,0.77957187480308
1928,0.8852,-1
583,0.8385,-1
760,0.9493,0.82976293851688
1100,-1,0.78422205905332
1231,0,-1
1660,-1,0.79382736491345
1012,-1,0.953434375022948
220,0.8374,0.7224176301830201
94,0.8613,-1
151,0.8958,0.8213960052296
1436,0.9163,0.966831134056912
352,0.8311999999999999,0.77046076588529
1541,-1,0.77093868554398
1008,0.832,0.77677394163907
1120,0.9483,0.79153414556707
1889,-1,0.78111875218591
547,-1,0.80679480048245
847,0.8319,0.81939682407423
1372,0.8378,-1
679,-1,0.80479366041593
675,0.8388,0.7697977081891401
14,0.768,-1
169,0.8407,0.8178383310575
785,-1,0.76050112631289
746,0.8956999999999999,-1
1811,-1,0.84131051551001
1645,-1,0.8445257423663
1800,-1,0.7823863742657999
1477,0.9184,-1
1460,0.8412,0.87236364048903
1019,0.832,-1
1551,-1,0.81539233062042
756,-1,0.80938544006367
1351,0.8311999999999999,-1
61,0.8451,0.80822049822704
413,-1,0.8622643381994199
559,-1,0.77003184594655
2005,-1,0.7590380766464
1954,-1,0.78028605529048
1091,0.8397,-1
1350,0.8311999999999999,-1
740,0.841,0.8022040233997
1628,0.8382000000000001,0.960277529594573
751,0.8377,0.78239318053837
88,-1,0.7701804320033
1997,-1,0.77626788145003
1823,-1,0.79556129459023
167,0.9089,0.8388105890990301
1689,-1,0.7783714857538
708,-1,0.82878722498368
713,0.8358,0.7647784998427101
1414,0.8351999999999999,-1
564,0.8589,-1
835,0.8385,0.78699006528342
292,0.8379,0.7223428814692701
1668,-1,0.938729593894603
1424,0,-1
1,0.7396,-1
1555,0.8833,0.81811217260213
960,0.8589,-1
1973,-1,0.78352171353042
1075,0.843,0.84833755959488
1630,-1,0.82727433259974
1352,0.8311999999999999,-1
689,0,-1
548,-1,0.83237006047477
1286,-1,0.86440456909192
1740,0.8335,0.7405830280935499
1105,-1,0.83370843638443
1558,-1,0.8386926173090901
892,0.8859,-1
906,0.8345,0.81085715028506
902,0.8348,0.79262788161108
127,0.778,0.73827617911435
768,0.829,0.81156219930331
987,0.8447,-1
298,0.8487,0.952543166485928
34,0.5925,-1
1082,0.8835,0.78781950881554
1332,0.9447,0.9457368079233031
405,-1,0.89499099755279
2013,-1,0.79113827306304
887,0.8478,0.89595170179304
37,0.8279,0.7988004279351499
1775,-1,0.74012904932225
1983,-1,0.83345006136097
1084,0.894,0.80673033763881
1967,0.9472,-1
824,0.8376,-1
990,0.8943,0.80615511314486
1780,-1,0.942559759113854
1690,-1,0.77817870751358
584,-1,0.80719793523475
967,0.8352999999999999,0.76255486955406
865,-1,0.84888336202365
62,0.8374,0.80819174460987
782,0.8845,0.72110874989307
1941,0.8872,0.86819059047657
1894,-1,0.78140491352682
430,0.8973,-1
472,-1,0.8466299934543999
286,0.8304,0.75135413064112
2027,-1,0.75978554084358
235,0.8331999999999999,0.7261619757151401
1051,0.8341000000000001,-1
1198,-1,0.88184932898821
1890,-1,0.78008030799674
1705,-1,0.77749800999397
1048,0.9292,-1
466,-1,0.74773479651448
792,0.8351999999999999,0.81167330758408
1692,-1,0.77706681566424
358,0.8311999999999999,0.76743532097699
285,0.8304,0.72006997916753
2039,0,-1
56,0.9249,0.88555402888825
1549,-1,0.76390139498432
677,0.8388,0.76986288471381
1487,0.8435,-1
1143,-1,0.75850132211395
1313,0.837,0.74407097759479
820,0.8609,0.7453948487848501
465,0.8388,0.93134232625142
287,0.8828,0.76243988459622
871,0.8371,-1
1443,0.8334,0.83807636065466
73,-1,0.8944913727587
994,0.8466,-1
148,0.933,-1
1081,0.8613,-1
833,0.44179999999999997,-1
1801,-1,0.85787628539698
1150,-1,0.76084421145034
1931,-1,0.79193453894872
133,-1,0.921273418676929
993,0.8451,-1
1411,0.8508,0.957697450673803
1175,0.8301000000000001,0.8012785509022899
861,0.8376,-1
1401,-1,0.81073735332403
216,0.8374,0.76487201860298
1992,0.8265,0.86638608835188
367,0.8311999999999999,0.78558729042261
1793,-1,0.89212304643116
441,-1,0.86444416285736
1669,-1,0.7964248395811
277,0.834,0.74121094405668
934,-1,0.80919813069015
592,-1,0.88361013128985
1426,0.8462000000000001,0.955203923279405
678,-1,0.72681223222365
1753,0.9343,-1
1306,0.8375,0.7129005131237001
13,0.768,-1
920,0.836,0.75946494038
1969,-1,0.7473114052516701
968,0.8352999999999999,0.76218532863263
100,0.8432999999999999,0.74765575875928
734,1.0,0.77561756207175
1314,0.837,0.79761700095086
1583,0.8747,-1
1250,0.831,-1
1047,0.8991,0.75565759770039
1772,-1,0.82302570571927
85,-1,0.82182943762144
1917,-1,0.78168366300739
1060,0.8309,0.81543630460051
1396,-1,0.936189758519811
975,0.9472,-1
1451,0.8412,0.963112722068312
928,-1,0.80921375851309
1599,-1,0.84935168386714
1383,0.8328,0.78322315757215
1915,-1,0.77994063384694
1472,0.7283,0.7457600691106401
1525,0.718,-1
1511,0.9169,-1
360,0.8311999999999999,0.77176836766959
1791,0.8809,-1
322,0.7776000000000001,0.7438567078873299
846,0.8319,0.81995967209802
799,0.5727,-1
75,-1,0.89153989374472
1837,-1,0.82583755314259
796,0.8887,0.75867600719625
659,0.8311999999999999,0.77920184340229
974,-1,0.77437029037635
1602,-1,0.84243215254383
1263,0.8392,-1
1330,0.9467,0.958579744527699
1445,0.9336,0.963689254315517
1230,0,-1
1122,0.8943,0.80273440905321
614,-1,0.79119806518451
141,0.8376,0.81713041766703
254,0.8376,0.7333815749322801
279,0.8374,0.72823375886153
1182,0.841,-1
1763,-1,0.7533730548008299
262,0.8351999999999999,0.7449779732833199
65,0.837,0.7005127635042601
1833,-1,0.81609647836998
720,0.8376,-1
1074,0.9454,-1
178,0.8609,-1
1432,0.8978,-1
1739,0.8335,0.74058189190762
452,-1,0.74231235764062
1374,0.888,-1
1527,0.718,-1
628,-1,0.7366296504024901
1841,-1,0.77046274305274
206,0.8291,0.76178429409541
1814,-1,0.84235338364543
1442,0.8726,0.901927831469481
814,0.9483,0.7709141893321401
538,-1,0.85512665189092
158,0.8381000000000001,0.81293564828974
1843,-1,0.77002196438763
1342,0.8947,-1
83,-1,0.74334170328674
1926,-1,0.84622927913411
1834,-1,0.82122108606613
808,0.8293,0.78830325027764
1050,0.8368,0.89034638808259
1949,0.8862,-1
128,-1,0.81701244453253
1895,0.8845,-1
1371,0.9089,-1
804,0.8424,0.86518727760055
1194,0.8828,0.78136355366305
1212,0.8739,-1
175,0,0.78956356587146
67,0.8379,0.73917269437597
1125,0.8489,0.81250797943865
695,-1,0.68024459103082
1933,-1,0.83872927907739
248,0.7806,0.74592905350978
1279,0.8392,-1
1108,0.8376,-1
775,0.8828,0.81885960703796
114,-1,0.67471498339823
1905,-1,0.7799396665856599
635,-1,0.81968504112151
17,0.8306,0.77059551170891
1507,-1,0.80393312053752
580,-1,0.82193452714186
889,-1,0.77720189894644
680,-1,0.74014602857797
344,0.8311999999999999,0.77028965778735
1939,0.8839,0.83727104925997
1719,-1,0.7808832162376
749,0.8374,0.79766137773358
