Id,geacron_similarity,concept_similarity
1119,-1,-1
969,-1,-1
245,-1,0.77475713526085
1843,-1,0.80780164290492
205,-1,0.78258508109694
1665,-1,0.72831830514572
1789,-1,0.79633210597074
932,-1,0.81682446018086
326,-1,-1
1051,-1,-1
873,-1,0.81064052967475
734,-1,0.78824089103118
1546,-1,0.81405647040217
802,-1,-1
1624,-1,0.82110768746007
1233,-1,0.82354174523869
275,-1,0.74910542707498
226,-1,0.7098395448927199
831,-1,-1
1735,-1,0.82612600224062
1952,-1,0.81028117920834
1124,-1,-1
1893,-1,0.77258616581939
1228,-1,0.82649918697394
1655,-1,0.74733005982157
1106,-1,0.82557124803989
1388,-1,0.78638074642264
615,-1,0.71098835007779
1080,-1,-1
84,-1,0.83753962143675
893,-1,-1
1229,-1,0.89146265273381
1607,-1,0.9918811335722648
1847,-1,0.77164421366643
267,-1,0.74379991507856
1455,-1,0.8332715253409699
1625,-1,0.8521376283784701
237,-1,0.79593236801592
1352,-1,-1
770,-1,0.81675920074141
810,-1,0.78507144298644
1696,-1,0.8076623348951499
445,-1,0.82579084679126
1065,-1,-1
397,-1,0.84097492444734
1261,-1,-1
735,-1,0.78232978770217
87,-1,0.77388304380573
591,-1,0.77227412316603
1005,-1,-1
315,-1,0.8464724375128501
589,-1,0.958441259396003
1935,-1,0.88066373586271
815,-1,0.80673617740245
660,-1,0.69380866414727
225,-1,-1
383,-1,0.83396844936658
1033,-1,-1
23,-1,0.71714766515988
1145,-1,0.84035772485718
1639,-1,-1
1518,-1,0.74151958210339
134,-1,-1
235,-1,0.73315613532333
1199,-1,0.8310519288238201
871,-1,-1
1225,-1,-1
993,-1,-1
1374,-1,-1
193,-1,0.84740381007793
1331,-1,0.83992157575078
651,-1,0.78441907023657
1283,-1,0.76798120927395
1391,-1,0.7737768069794599
289,-1,0.78012111437986
351,-1,0.79606636515531
1098,-1,-1
654,-1,0.82588481133511
192,-1,-1
3,-1,-1
1699,-1,0.80702184216062
650,-1,0.83456404679751
1864,-1,0.77278605172056
523,-1,-1
1631,-1,-1
1316,-1,0.8098018227410599
1284,-1,0.75318087277673
1606,-1,0.8708689984896301
1049,-1,0.77198025524973
188,-1,0.88303492660793
47,-1,0.83382084614216
1262,-1,0.77637261485911
465,-1,0.82183815721808
1569,-1,-1
568,-1,0.89978589940299
463,-1,0.82851153155552
178,-1,-1
1544,-1,-1
64,-1,0.82128884952447
958,-1,-1
1397,-1,0.76634684165648
1580,-1,0.77594814179857
923,-1,0.81684139273226
644,-1,0.80998868524853
1649,-1,0.8164126768955
540,-1,0.934353853098562
626,-1,0.72161665830612
987,-1,-1
772,-1,0.81562333691752
1989,-1,0.84219297904659
101,-1,0.89722694947087
51,-1,0.83931617514984
441,-1,0.89840029486231
866,-1,-1
40,-1,0.81354846010715
706,-1,0.77088179552543
597,-1,0.8416641037136801
1793,-1,0.85912668216996
1841,-1,0.8081211285942
12,-1,-1
910,-1,0.8432767499853
1959,-1,-1
1035,-1,0.84870127346722
1475,-1,-1
1203,-1,0.84345591520243
1192,-1,-1
170,-1,0.8096108608905099
1920,-1,0.77114681822305
1073,-1,0.81154194636461
1001,-1,0.81123359927855
54,-1,0.8442778979277
688,-1,-1
728,-1,0.7881644819775799
947,-1,0.87032568095775
1956,-1,0.84644991732981
555,-1,0.73596029536211
1320,-1,0.7580677751047
1603,-1,0.978757081175476
301,-1,0.85407492683208
1514,-1,0.82641433649717
1572,-1,-1
1402,-1,-1
1567,-1,0.7824829927708
724,-1,0.79601787458457
1806,-1,0.78637057071903
774,-1,0.8332208864112001
1173,-1,-1
1755,-1,-1
468,-1,0.860361182923
141,-1,0.77655331812802
1729,-1,0.78626040761537
194,-1,0.8509621758927299
384,-1,0.922235265553276
1744,-1,-1
1022,-1,0.84315688430568
1986,-1,0.7876034984053499
699,-1,0.67615796247592
996,-1,-1
877,-1,0.85633394025099
933,-1,0.81683201480298
1794,-1,0.788525962741
1354,-1,0.81677973649814
857,-1,0.82513890381424
752,-1,0.85305952314739
1323,-1,0.80645101423071
363,-1,0.77755522707847
372,-1,0.78027596224589
1188,-1,0.8432033496216
843,-1,-1
556,-1,0.82079096385175
1852,-1,0.77279033572681
1363,-1,-1
1662,-1,0.86768514023626
1257,-1,-1
1525,-1,-1
1305,-1,0.74669124781871
1050,-1,0.8466408861257599
447,-1,0.79771657720297
1366,-1,0.73651853318963
780,-1,0.85868657958271
1219,-1,-1
1149,-1,0.77153104452802
602,-1,0.8493249461556001
890,-1,0.8409973554419901
6,-1,-1
1182,-1,-1
575,-1,-1
1141,-1,-1
1193,-1,0.79090593555054
