Reconstruction Ruleset,closest0,closest1,closest2,closest3,closest4,closest5,closest6,closest7,closest8,closest9,DurationTurns_Expected,DurationTurns_Current,DurationTurnsStdDev_Expected,DurationTurnsStdDev_Current,DurationTurnsNotTimeouts_Expected,DurationTurnsNotTimeouts_Current,DecisionMoves_Expected,DecisionMoves_Current,BoardCoverageDefault_Expected,BoardCoverageDefault_Current,AdvantageP1_Expected,AdvantageP1_Current,Balance_Expected,Balance_Current,Completion_Expected,Completion_Current,Timeouts_Expected,Timeouts_Current,Drawishness_Expected,Drawishness_Current,PieceNumberAverage_Expected,PieceNumberAverage_Current,BoardSitesOccupiedAverage_Expected,BoardSitesOccupiedAverage_Current,BranchingFactorAverage_Expected,BranchingFactorAverage_Current,DecisionFactorAverage_Expected,DecisionFactorAverage_Current
Sfenj Ruleset/Sfenj (Ludii 8) (Reconstructed),Korkserschach Ruleset/Korkserschach (Described),Official Football Chess,Chess,Phase Chess,Main Chator,Chess Puzzle,Shakhmaty,Amazon Chess,Acedrex (Alfonso),Shatren,571.7094117647058,1192.0,557.5311764705883,1187.0,282.0358823529412,123.3,0.9682352941176469,0.94,0.7735294117647059,0.89,0.49529411764705883,0.49,0.6399999999999999,0.99,0.7552941176470588,0.55,0.18352941176470589,0.45,0.24470588235294113,0.45,19.308235294117647,13.53,0.30294117647058827,0.21,24.584705882352946,18.11,25.48470588235294,19.48
Sfenj Ruleset/Sfenj (Ludii 9) (Reconstructed),Chess Puzzle,Phase Chess,Chess,Official Football Chess,Shakhmaty,Amazon Chess,Spartan Chess,Fischer Random Chess,Korkserschach Ruleset/Korkserschach (Described),Alice Chess,196.39923076923077,105.2,214.99615384615385,95.72,125.42999999999999,105.2,0.9707692307692307,0.96,0.7484615384615385,0.82,0.5723076923076923,0.6,0.5738461538461539,0.79,0.8753846153846153,0.99,0.03076923076923077,0.0,0.12461538461538463,0.01,20.18076923076923,21.24,0.3153846153846154,0.33,27.906923076923075,28.13,28.792307692307688,29.2
Sfenj Ruleset/Sfenj (Ludii 10) (Reconstructed),Shatren,Breakthrough Chess,Saxun,Main Chator,Tsatsarandi,Persian Chess with a Queen,Chatur,Shatera,Schachzabel,Shatr ikh Padan,921.3005882352942,1079.0,898.6058823529412,1175.0,325.66,209.1,0.9658823529411765,0.97,0.831764705882353,0.69,0.4876470588235295,0.28,0.636470588235294,0.56,0.6741176470588236,0.62,0.32235294117647056,0.38,0.3258823529411764,0.38,18.798823529411766,20.01,0.2941176470588236,0.31,22.844705882352944,25.75,23.750588235294117,26.58
Sfenj Ruleset/Sfenj (Ludii 11) (Reconstructed),Persian Chess with a Queen,Schachzabel,Fischer Random Chess,Chess,Chandaraki,Shakhmaty,Phase Chess,Safe Passage,Shatren,Korkserschach Ruleset/Korkserschach (Described),546.9311111111111,795.7,533.973888888889,1034.0,273.35055555555556,315.0,0.9683333333333335,0.97,0.7755555555555556,0.83,0.49444444444444446,0.56,0.6577777777777778,0.88,0.7644444444444445,0.78,0.1733333333333333,0.22,0.23555555555555557,0.22,19.366666666666664,20.17,0.3038888888888889,0.32,24.67888888888889,25.71,25.577222222222222,26.56
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 1) (Reconstructed),Shakhmaty,Welschschach,Ultimate Chess,Korkserschach Ruleset/Korkserschach (Described),Main Chator,Qatranj,Shatera,Saxun,Chandaraki,Shatranj Diwana Shah,864.8857142857142,662.3,878.4200000000001,1020.0,229.24714285714285,258.9,0.9678571428571431,0.97,0.8078571428571429,0.71,0.4928571428571428,0.51,0.7928571428571428,0.98,0.6557142857142858,0.82,0.2857142857142857,0.18,0.3442857142857143,0.18,20.40857142857143,25.65,0.26285714285714284,0.32,26.706428571428575,26.64,27.755714285714284,27.51
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 2) (Reconstructed),Hindustani Chess,Rumi Shatranj,Sittuyin,Parsi Chess,Shatranj (Iraq),Santaraj,Jeson Mor,Ouk Chatrang,Saxun,Shodra,995.1002500000002,2016.0,845.91525,901.4,299.02075,639.5,0.9702499999999998,0.94,0.7957500000000001,0.88,0.49049999999999994,0.51,0.7232500000000001,0.98,0.6305,0.22,0.33449999999999985,0.74,0.36924999999999986,0.78,19.66425,16.0,0.2545,0.2,26.55675,21.9,27.39825,24.14
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 3) (Reconstructed),Shakhmaty,Main Chator,Chandaraki,Safe Passage,Ultimate Chess,Acedrex (Alfonso),Korkserschach Ruleset/Korkserschach (Described),Chess Puzzle,Shatera,Persian Chess with a Queen,765.91875,579.6,644.1237500000001,982.0,313.13875,129.1,0.96375,0.96,0.7618750000000001,0.7,0.49749999999999994,0.54,0.6531250000000001,0.93,0.680625,0.81,0.2625,0.19,0.319375,0.19,19.309375000000003,26.28,0.2875,0.32,25.424999999999997,28.24,26.448750000000004,29.39
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 4) (Reconstructed),Shatranj (14x14),Grande Acedrex Ruleset/Alfonso X (Described),Saxun,Ultimate Chess,Main Chator,Shatranj Diwana Shah,Persian Chess with a Queen,Ouk Chatrang,Currierspiel,Welschschach,976.4241666666667,181.9,897.5116666666664,585.8,266.23875000000004,34.02,0.9683333333333333,0.98,0.8179166666666666,0.6,0.5016666666666667,0.97,0.6895833333333332,0.06,0.6387500000000002,0.94,0.32708333333333334,0.06,0.3612499999999999,0.06,19.86916666666667,30.19,0.2691666666666667,0.37,25.965416666666666,21.32,26.935416666666672,21.72
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 5) (Reconstructed),Stratomic,Reach Chess,Double Chess,Chess,Korkserschach Ruleset/Korkserschach (Described),Ultimate Chess,Shakhmaty,Shatren,Main Chator,Shatranj Diwana Shah,666.0330769230769,363.3,555.7080769230769,713.9,272.76192307692304,202.5,0.9696153846153845,0.97,0.768846153846154,0.72,0.47961538461538467,0.41,0.6811538461538462,0.83,0.721923076923077,0.93,0.21576923076923082,0.07,0.2780769230769231,0.07,20.03153846153846,24.57,0.2823076923076923,0.3,28.12653846153846,29.76,29.015384615384615,30.59
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 6) (Reconstructed),Shatranj (Algeria),Persian Chess with a Queen,Chatur,Chandaraki,Parsi Chess,Qatranj,Shatren,Saxun,Breakthrough Chess,Main Chator,903.0176470588236,684.1,989.3,1018.0,220.6805882352941,285.4,0.9711764705882354,0.97,0.8094117647058824,0.65,0.4682352941176471,0.72,0.7435294117647058,0.55,0.691764705882353,0.81,0.30411764705882355,0.18,0.30823529411764705,0.19,20.561764705882357,28.02,0.27705882352941175,0.35,25.992941176470588,25.48,26.953529411764706,26.28
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 7) (Reconstructed),Dragonchess,Chess,Double Chess,Phase Chess,Amazon Chess,Social Distance Chess,Ultimate Chess,Horde Chess,Fischer Random Chess,Official Football Chess,141.90642857142856,41.23,108.78214285714286,30.09,141.90642857142856,41.23,0.9678571428571429,0.96,0.7471428571428572,0.61,0.5178571428571429,0.9,0.6671428571428571,0.2,0.8442857142857142,0.8,0.0,0.0,0.15571428571428572,0.2,22.462142857142858,31.05,0.275,0.38,31.024285714285714,29.33,31.938571428571432,30.83
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 8) (Reconstructed),Amazon Chess,Parsi Chess,Chess,Shakhmaty,Chandaraki,Ultimate Chess,Double Chess,Chess Puzzle,Acedrex (Alfonso),Scachs,756.8811999999999,796.4,635.0283999999999,1107.0,270.0468,134.0,0.9711999999999997,0.99,0.7740000000000004,0.67,0.4988,0.66,0.6244,0.68,0.6876000000000001,0.7,0.25639999999999996,0.28,0.3124,0.3,20.398000000000003,26.13,0.2976000000000001,0.32,26.745599999999996,25.19,27.570399999999996,25.62
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 9) (Reconstructed),Social Distance Chess,Chess,Double Chess,Amazon Chess,Alice Chess,Stratomic,Fischer Random Chess,Symmetric Chess,Horde Chess,Ultimate Chess,147.05266666666665,55.96,116.90333333333335,95.74,147.05266666666665,55.96,0.9680000000000001,0.97,0.7540000000000001,0.64,0.5266666666666666,0.9,0.6693333333333331,0.21,0.84,0.99,0.0,0.0,0.16000000000000003,0.01,22.270666666666667,30.28,0.2773333333333333,0.37,31.031999999999996,29.41,31.959999999999997,30.25
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 10) (Reconstructed),Main Chator,Ultimate Chess,Chess,Social Distance Chess,Schachzabel,Chatur,Double Chess,Amazon Chess,Chandaraki,Phase Chess,631.6423999999998,588.7,608.8004,933.0,249.67480000000003,277.6,0.9704,0.98,0.7648,0.74,0.4732000000000001,0.54,0.6912,0.92,0.7240000000000001,0.76,0.20400000000000001,0.14,0.27599999999999997,0.24,20.72,24.59,0.28240000000000004,0.3,27.0768,25.41,27.9144,26.04
Chess (Siberia) Ruleset/Chess (Siberia) (Ludii 11) (Reconstructed),Chatur,Chandaraki,Lombard Chess,Scachs,Parsi Chess,Hindustani Chess,Ouk Chatrang,Shatranj Diwana Shah,Short Assize,Main Chator,935.6526666666666,482.2,884.9259999999998,903.8,272.936,126.2,0.9669999999999995,0.99,0.817,0.63,0.4706666666666666,0.78,0.7123333333333334,0.44,0.6483333333333333,0.82,0.32066666666666666,0.15,0.3516666666666666,0.18,20.480666666666668,27.57,0.2936666666666667,0.34,24.556333333333335,23.77,25.510666666666676,24.11
Totolospi (War) Ruleset/Totolospi (War) (Ludii 1) (Reconstructed),Awithlaknan Mosona,Kotu Ellima,Dash Guti,Gol Ekuish,Felli Ruleset/Simplified (Suggested),Cercar La Liebre Ruleset/Alfonso X (Described),Alquerque Ruleset/Alfonso X (Described),Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),Kolowis Awithlaknannai,Tablo,2290.6875,2495.0,370.79187499999995,43.98,1558.10625,2058.0,0.98625,1.0,1.0,1.0,0.519375,0.49,0.951875,0.99,0.14562499999999998,0.01,0.854375,0.99,0.854375,0.99,17.298750000000002,24.6,0.441875,0.2,13.802499999999998,38.45,14.000625,38.45
Totolospi (War) Ruleset/Totolospi (War) (Ludii 2) (Reconstructed),Challis Ghutia,Egara Guti,Madelinette,Alquerque Ruleset/Alfonso X (Described),Kaua Dorki,Felli Ruleset/Simplified (Suggested),Ratti-Chitti-Bakri,Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),Cercar La Liebre Ruleset/Alfonso X (Described),O-Pat-Kono,2394.6153846153848,2500.0,229.93846153846152,0.0,1853.0846153846153,2500.0,0.9726923076923077,1.0,0.9988461538461538,1.0,0.5053846153846154,0.5,0.9846153846153846,1.0,0.07615384615384616,0.0,0.9238461538461539,1.0,0.9238461538461539,1.0,18.567692307692305,26.95,0.5000000000000001,0.22,13.55384615384615,40.07,13.705,40.07
Totolospi (War) Ruleset/Totolospi (War) (Ludii 3) (Reconstructed),Bam Blang Beh Khla,Ratti-Chitti-Bakri,Dash Guti,Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),Ethiopian Capture Game,Alquerque Ruleset/Alfonso X (Described),Felli Ruleset/Simplified (Suggested),Juroku Musashi Ruleset/Juroku Musashi (Described),Challis Ghutia,Kaua Dorki,2389.9310344827586,2500.0,266.9862068965517,0.0,1638.9965517241378,2500.0,0.9851724137931034,1.0,0.993448275862069,1.0,0.5048275862068965,0.5,0.9810344827586208,1.0,0.07206896551724139,0.0,0.927241379310345,1.0,0.9279310344827587,1.0,18.014482758620687,27.96,0.4710344827586207,0.23,13.442758620689656,39.02,13.604482758620692,39.03
Totolospi (War) Ruleset/Totolospi (War) (Ludii 4) (Reconstructed),Gol Ekuish,Ratti-Chitti-Bakri,Awithlaknan Mosona,Adugo,Cercar La Liebre Ruleset/Alfonso X (Described),Alquerque Ruleset/Alfonso X (Described),Felli Ruleset/Simplified (Suggested),Refskak,Egara Guti,Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),2408.904761904762,2500.0,169.34142857142857,0.0,2123.9571428571426,2500.0,0.9185714285714285,1.0,0.9909523809523809,1.0,0.5014285714285714,0.5,0.990952380952381,1.0,0.0757142857142857,0.0,0.9242857142857145,1.0,0.9242857142857145,1.0,16.576190476190472,24.77,0.5366666666666666,0.2,10.942380952380953,37.96,11.176666666666666,37.96
Totolospi (War) Ruleset/Totolospi (War) (Ludii 5) (Reconstructed),A Simple Game,Awithlaknan Mosona,Natt Klab ash-Shawk,Felli Ruleset/Simplified (Suggested),Lau Kata Kati,Alquerque Ruleset/Alfonso X (Described),Achi Ruleset/Wikipedia (Suggested),Roll-Ing to Four,Tant Fant,Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),1929.9144444444446,1.0,251.80185185185184,0.0,1320.181111111111,1.0,0.9985185185185186,1.0,0.9548148148148147,0.92,0.5874074074074073,1.0,0.8185185185185185,0.0,0.26666666666666666,1.0,0.7333333333333335,0.0,0.7333333333333335,0.0,14.988518518518516,110.0,0.4755555555555556,0.91,14.494444444444444,20.0,14.50111111111111,20.0
Totolospi (War) Ruleset/Totolospi (War) (Ludii 6) (Reconstructed),Challis Ghutia (Titagarh) Ruleset/Challis Ghutia (Titagarh) (Observed),Awithlaknan Mosona,Madelinette,Challis Ghutia,Cercar La Liebre Ruleset/Alfonso X (Described),Egara Guti,Alquerque Ruleset/Alfonso X (Described),Felli Ruleset/Simplified (Suggested),Ratti-Chitti-Bakri,Bam Blang Beh Khla,2393.1153846153848,2500.0,240.51153846153846,0.0,1792.8769230769233,2500.0,0.9557692307692308,1.0,0.9953846153846153,1.0,0.5030769230769231,0.5,0.981923076923077,1.0,0.07807692307692309,0.0,0.9219230769230768,1.0,0.9219230769230768,1.0,18.41230769230769,25.67,0.4800000000000001,0.21,13.446923076923078,39.27,13.762692307692308,39.27
Totolospi (War) Ruleset/Totolospi (War) (Ludii 7) (Reconstructed),Cercar La Liebre Ruleset/Alfonso X (Described),Ahtarah Guti,Dash Guti,Meurimueng-rimueng Peuet Ploh,Challis Ghutia,Tavelspel,Cercar La Liebre Ruleset/Murray (Described),Alquerque Ruleset/Alfonso X (Described),Alquerque Ruleset/Murray (Suggested),Ratti-Chitti-Bakri,2341.764705882353,2500.0,251.15882352941182,0.0,1889.0088235294118,2500.0,0.9935294117647059,1.0,0.9923529411764707,1.0,0.5102941176470588,0.5,0.9741176470588234,1.0,0.1476470588235294,0.0,0.8523529411764705,1.0,0.8523529411764705,1.0,21.27411764705882,27.74,0.4829411764705884,0.23,16.182352941176475,42.04,16.277058823529416,42.04
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 1) (Reconstructed),Korkserschach Ruleset/Korkserschach (Described),Saxun,Shakhmaty,Chandaraki,Main Chator,Shatren,Welschschach,Chatur,Shatera,Persian Chess with a Queen,1016.0785714285714,1370.0,838.8857142857144,1186.0,357.185,146.4,0.9735714285714286,0.97,0.8578571428571429,0.85,0.4985714285714286,0.5,0.7707142857142857,1.0,0.6192857142857144,0.48,0.36071428571428577,0.52,0.3807142857142857,0.52,19.245,14.11,0.30142857142857143,0.22,23.875,22.16,24.611428571428572,23.07
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 2) (Reconstructed),Shatren,Korkserschach Ruleset/Korkserschach (Described),Lombard Chess,Shakhmaty,Shatera,Schachzabel,Main Chator,Saxun,Phase Chess,Safe Passage,991.46875,1036.0,855.1250000000001,1127.0,339.430625,247.8,0.9712500000000001,0.96,0.86,0.88,0.461875,0.56,0.76,0.87,0.6250000000000001,0.65,0.349375,0.35,0.375,0.35,19.025000000000002,16.28,0.29812500000000003,0.25,23.073750000000004,23.29,23.821875,24.67
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 3) (Reconstructed),Main Chator,Persian Chess with a Queen,Schachzabel,Shakhmaty,Saxun,Chatur,Welschschach,Shatren,Korkserschach Ruleset/Korkserschach (Described),Shatera,1028.0733333333335,1347.0,859.2933333333334,1165.0,352.7526666666666,282.9,0.9719999999999999,0.96,0.8626666666666668,0.88,0.5,0.47,0.7840000000000001,0.94,0.6173333333333333,0.52,0.36400000000000005,0.48,0.38266666666666665,0.48,18.980000000000004,15.06,0.29733333333333334,0.24,23.708666666666662,22.88,24.494666666666667,24.03
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 4) (Reconstructed),Shakhmaty,Lombard Chess,Schachzabel,Korkserschach Ruleset/Korkserschach (Described),Saxun,Persian Chess with a Queen,Acedrex (Alfonso),Rumi Shatranj,Shatera,Shatren,994.0711764705882,1182.0,848.0,1136.0,332.96176470588233,374.7,0.9705882352941176,0.94,0.8582352941176472,0.89,0.4682352941176471,0.55,0.7452941176470588,0.9,0.6323529411764707,0.62,0.3511764705882352,0.38,0.36764705882352944,0.38,18.914117647058816,15.0,0.2958823529411765,0.23,23.278235294117646,22.88,24.08235294117647,24.43
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 5) (Reconstructed),Shatera,Saxun,Korkserschach Ruleset/Korkserschach (Described),Chatur,Safe Passage,Shatren,Rumi Shatranj,Shakhmaty,Main Chator,Persian Chess with a Queen,956.0770588235295,806.4,840.3176470588237,1077.0,330.4088235294118,180.0,0.973529411764706,0.96,0.8535294117647059,0.86,0.4323529411764706,0.56,0.7135294117647059,0.89,0.6617647058823529,0.73,0.33470588235294124,0.27,0.3382352941176471,0.27,19.23294117647059,15.52,0.30058823529411766,0.24,23.027058823529412,22.43,23.729411764705883,23.34
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 6) (Reconstructed),Korkserschach Ruleset/Korkserschach (Described),Shatera,Shakhmaty,Chess,Safe Passage,Chandaraki,Main Chator,Shatren,Persian Chess with a Queen,Schachzabel,979.7800000000001,885.3,839.2266666666668,1076.0,344.62600000000003,257.4,0.9733333333333334,0.96,0.854,0.86,0.4693333333333333,0.7,0.7439999999999999,0.6,0.632,0.72,0.3453333333333334,0.28,0.36800000000000005,0.28,19.344666666666672,14.57,0.3026666666666666,0.23,23.899333333333335,21.14,24.60733333333333,22.25
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 7) (Reconstructed),Chess,Main Chator,Main Chator (Selangor),Safe Passage,Saxun,Lombard Chess,Korkserschach Ruleset/Korkserschach (Described),Shatera,Shakhmaty,Chandaraki,798.5885714285714,1144.0,713.7585714285716,1173.0,286.40714285714284,201.9,0.9747619047619048,0.97,0.8042857142857143,0.84,0.5152380952380953,0.58,0.7085714285714286,0.83,0.6942857142857142,0.59,0.27285714285714285,0.41,0.30571428571428566,0.41,19.00857142857143,17.03,0.2976190476190476,0.27,24.292857142857137,24.61,24.98857142857143,25.66
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 8) (Reconstructed),Welschschach,Shatera,Saxun,Shakhmaty,Korkserschach Ruleset/Korkserschach (Described),Rumi Shatranj,Chandaraki,Shatren,Main Chator,Shatranj,1020.6,1015.0,882.8117647058824,1155.0,346.04647058823537,180.8,0.9741176470588236,0.95,0.8688235294117647,0.88,0.46117647058823535,0.56,0.7676470588235293,0.88,0.6394117647058825,0.64,0.3570588235294117,0.36,0.3605882352941176,0.36,18.501764705882355,15.89,0.28941176470588237,0.25,22.650000000000002,22.72,23.344117647058823,23.94
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 9) (Reconstructed),Shatren,Shatera,Saxun,Persian Chess with a Queen,Chatur,Main Chator,Korkserschach Ruleset/Korkserschach (Described),Chess,Shakhmaty,Schachzabel,762.363,1069.0,652.9915000000001,1144.0,285.99750000000006,299.6,0.975,0.97,0.8045,0.86,0.5075000000000001,0.52,0.6950000000000001,0.97,0.6890000000000001,0.65,0.259,0.35,0.311,0.35,18.919500000000003,15.7,0.2964999999999999,0.25,23.6625,23.16,24.314,23.96
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 10) (Reconstructed),Main Chator,Shatera,Korkserschach Ruleset/Korkserschach (Described),Chess,Shatren,Chess Puzzle,Amazon Chess,Shakhmaty,Saxun,Persian Chess with a Queen,830.5270588235293,1060.0,684.8017647058824,1166.0,306.84823529411767,178.7,0.975294117647059,0.96,0.7923529411764706,0.83,0.5235294117647059,0.68,0.7052941176470588,0.64,0.6829411764705883,0.62,0.2894117647058824,0.38,0.3170588235294117,0.38,18.909411764705883,15.55,0.29588235294117643,0.24,23.851764705882356,21.77,24.50764705882353,22.87
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 11) (Reconstructed),Saxun,Korkserschach Ruleset/Korkserschach (Described),Safe Passage,Chess,Shatren,Shatera,Chandaraki,Sittuyin,Shakhmaty,Main Chator,791.7680952380953,1253.0,685.7966666666669,1169.0,274.2366666666667,274.0,0.976190476190476,0.95,0.7990476190476191,0.86,0.5314285714285715,0.63,0.677142857142857,0.74,0.6923809523809525,0.56,0.27476190476190465,0.44,0.3076190476190475,0.44,19.209523809523812,14.04,0.3009523809523809,0.22,24.434285714285714,20.86,25.107142857142858,22.23
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 12) (Reconstructed),Chandaraki,Welschschach,Shakhmaty,Chess,Persian Chess with a Queen,Main Chator,Parsi Chess,Shatera,Saxun,Safe Passage,845.6585714285715,1069.0,739.3061904761905,1173.0,273.45809523809527,115.7,0.9752380952380951,0.96,0.7985714285714287,0.85,0.5466666666666666,0.59,0.6799999999999999,0.82,0.6761904761904762,0.6,0.2966666666666667,0.4,0.3238095238095238,0.4,19.347619047619048,15.04,0.30285714285714277,0.23,24.02666666666667,21.32,24.70285714285714,22.38
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 13) (Reconstructed),Saxun,Shakhmaty,Schachzabel,Welschschach,Korkserschach Ruleset/Korkserschach (Described),Main Chator,Safe Passage,Lombard Chess,Persian Chess with a Queen,Shatera,1085.857142857143,1138.0,904.2000000000002,1181.0,362.29928571428576,193.1,0.9721428571428572,0.96,0.8635714285714285,0.86,0.4892857142857142,0.64,0.79,0.73,0.6057142857142858,0.59,0.39000000000000007,0.41,0.39428571428571424,0.41,18.93642857142857,17.05,0.2964285714285714,0.27,23.17785714285714,24.29,23.940000000000005,25.37
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 14) (Reconstructed),Korkserschach Ruleset/Korkserschach (Described),Chatur,Lombard Chess,Main Chator,Shakhmaty,Shatren,Welschschach,Shatera,Saxun,Chess Puzzle,805.3215,1169.0,714.1865,1124.0,281.2085,354.1,0.9754999999999999,0.96,0.7905000000000001,0.88,0.531,0.46,0.664,0.92,0.6990000000000001,0.62,0.2805,0.38,0.301,0.38,19.5925,13.16,0.30699999999999994,0.21,24.470999999999997,21.13,25.155499999999996,22.17
Shakhmaty (Early Modern) Ruleset/Shakhmaty (Early Modern) (Ludii 15) (Reconstructed),Welschschach,Shakhmaty,Safe Passage,Korkserschach Ruleset/Korkserschach (Described),Chess,Persian Chess with a Queen,Shatera,Acedrex (Alfonso),Rumi Shatranj,Saxun,868.0666666666667,881.1,770.1714285714286,1091.0,316.2980952380952,251.6,0.9747619047619047,0.96,0.872857142857143,0.86,0.4738095238095238,0.65,0.7771428571428571,0.7,0.681904761904762,0.72,0.29142857142857137,0.28,0.3180952380952381,0.28,18.54380952380952,15.55,0.29,0.24,22.72714285714286,22.4,23.415238095238095,23.52
