Id,geacron_similarity,concept_similarity
559,-1,0.74237536662744
51,-1,0.79285446348984
1978,-1,0.76373530979911
408,-1,0.80268780529618
1511,-1,-1
1085,-1,0.75438928711661
1974,-1,0.71693220326173
176,-1,0.76348242243014
2002,-1,0.79373435795923
673,-1,0.77150772388451
1096,-1,0.75256940827269
728,-1,0.77234644019647
1722,-1,0.72485486973626
608,-1,0.78064969639271
457,-1,0.8981188563785301
1222,-1,0.72326583066583
945,-1,0.70520042173583
164,-1,0.78472305651139
2041,-1,-1
61,-1,0.79038520934573
821,-1,0.88574026781803
888,-1,-1
115,-1,0.66323881079237
1341,-1,-1
1130,-1,0.75324057634645
1143,-1,0.6656502143777601
1843,-1,0.73307429559637
251,-1,0.72453129056202
1570,-1,0.78512441645881
2016,-1,0.8146750639093601
1811,-1,0.7750212444699001
1402,-1,-1
1167,-1,0.81071434588659
874,-1,-1
1883,-1,0.75199187344448
1727,-1,0.76693911456527
35,-1,0.80382472931833
1835,-1,0.80790282075056
375,-1,0.77875606402824
1700,-1,0.74562748125319
1864,-1,0.7510785248937499
848,-1,0.79645580462695
1061,-1,0.7618310646997
1947,-1,-1
242,-1,0.79085281750318
1035,-1,0.7469231005821799
1784,-1,0.81797541348084
362,-1,0.78007237074952
1905,-1,0.75021718815042
1816,-1,0.78562186686164
55,-1,0.8128262137868
1044,-1,0.66760690564642
340,-1,-1
1181,-1,0.79441551932496
228,-1,0.7744273865414
294,-1,0.89471271362881
998,-1,0.65327645477003
594,-1,0.77162195512606
1100,-1,0.72837265787594
1723,-1,0.72572783792038
1501,-1,-1
685,-1,0.73480703541677
1574,-1,0.77142845110898
1800,-1,0.76464531944784
1332,-1,0.911948701322124
1606,-1,0.78757759776959
1894,-1,0.75199942359898
1291,-1,0.7979080121015
741,-1,0.77327063898291
1676,-1,0.74562454473171
250,-1,0.74459339783113
1848,-1,0.7523386918877399
613,-1,0.7786928026063
1582,-1,0.7657453572541499
1436,-1,0.88850339201592
313,-1,0.85536442002152
1346,-1,0.71831982739622
396,-1,0.7468385975490099
887,-1,0.83125623655303
1681,-1,0.74647018047224
1707,-1,0.74652199163932
339,-1,0.76809113111191
1951,-1,-1
782,-1,0.73730766599649
124,-1,0.75190250213299
297,-1,0.88339658346987
1002,-1,-1
1287,-1,0.7587693993742199
1805,-1,0.78520072796076
905,-1,0.7845258165115
1938,-1,-1
1128,-1,0.781386086465
792,-1,0.71701817683027
155,-1,0.76873395779971
1932,-1,0.78538004080198
174,-1,-1
815,-1,0.7949682932240301
2006,-1,0.78453573073017
411,-1,0.75203908295907
1086,-1,-1
932,-1,0.79611983861805
330,-1,0.78024056353959
1778,-1,0.7680509949959899
812,-1,0.75207337345425
794,-1,0.7712035567921001
1460,-1,0.8252331184642
342,-1,0.75705050116424
1907,-1,0.75108183265838
1908,-1,0.75192914758569
214,-1,0.72918586982699
1815,-1,0.79116990209249
30,-1,0.74816154672449
1077,-1,0.77234453537629
1844,-1,0.73393713885097
1646,-1,0.81085664874133
1596,-1,0.7724234038668301
1539,-1,0.78054891245711
976,-1,0.79784416505222
910,-1,0.7395416110320601
219,-1,0.77081423238713
1881,-1,0.75199089933637
177,-1,0.77454767793888
85,-1,0.7311480456816499
1990,-1,0.80544017536784
907,-1,0.77601824876457
1586,-1,0.89062083158499
803,-1,-1
624,-1,0.75704148061049
881,-1,-1
47,-1,0.89898980663769
799,-1,-1
1067,-1,0.75263738112946
1333,-1,0.8464298048497501
1579,-1,0.72039822425749
1514,-1,0.77699496368577
455,-1,0.946156225315625
1339,-1,-1
1834,-1,0.80608886969945
1225,-1,-1
1432,-1,-1
1397,-1,0.6698883542674601
1012,-1,0.85974020819191
1819,-1,0.75436898893637
292,-1,0.74112546972689
2020,-1,0.74793791885916
694,-1,0.7464623189358099
218,-1,0.77296182666973
1106,-1,0.77058059692912
1208,-1,0.77700361182884
1016,-1,0.73234703623075
1915,-1,0.7502344163588
1899,-1,0.75022184350678
1953,-1,0.75498064132453
1013,-1,0.77846533051789
1973,-1,0.7068040481537801
2000,-1,0.6803909825275201
1549,-1,0.7537849467214199
1790,-1,-1
259,-1,0.7607438534788
1296,-1,0.7545696472686401
1930,-1,0.6896974377627401
2063,-1,0.78517995151481
1940,-1,0.7851041858290599
70,-1,0.6677355511571901
1071,-1,-1
1334,-1,-1
717,-1,0.75433810119419
1069,-1,0.79818039113105
1652,-1,0.78114726533415
1912,-1,0.75199133577825
1645,-1,0.77838173700699
245,-1,0.76588807194468
440,-1,0.75813508400151
1195,-1,-1
1198,-1,0.81010712948021
1342,-1,-1
1887,-1,0.75109482856672
929,-1,0.79614221907949
2090,-1,0.76552772031331
864,-1,0.78970070000988
1446,-1,0.84820684613029
2040,-1,0.7757965617772999
523,-1,-1
687,-1,-1
384,-1,0.78866604698748
558,-1,0.79038902827653
820,-1,0.7818967868064299
1192,-1,-1
743,-1,0.88271042223857
92,-1,0.7659243154001
1556,-1,0.66559074457164
1040,-1,0.82682063848807
12,-1,-1
806,-1,0.7526240068697501
1821,-1,0.8142504592571
1538,-1,0.76908385208396
1766,-1,0.77544842692048
1877,-1,0.75108170948771
1279,-1,-1
1658,-1,0.81309921179358
2097,-1,0.76549824049426
1823,-1,0.68248144028649
2036,-1,-1
1551,-1,0.79004394712653
333,-1,-1
859,-1,0.933913628191403
1818,-1,0.75922338691644
1078,-1,0.77232107950705
1870,-1,0.75108984492505
777,-1,0.75482443651194
965,-1,0.75882606657702
353,-1,0.77770780394956
183,-1,0.80043887410108
1591,-1,0.77644061147373
619,-1,0.7216073802918099
1266,-1,-1
446,-1,0.6756007076570201
995,-1,-1
1373,-1,-1
829,-1,-1
1553,-1,-1
921,-1,0.73467473993429
779,-1,0.77740604086124
154,-1,0.76211080644293
1807,-1,0.75073580335945
159,-1,0.7561350191541
364,-1,0.75749371505296
2093,-1,0.76549270351886
1362,-1,-1
1503,-1,-1
1837,-1,0.80847421067491
1918,-1,0.75194093921627
2101,-1,0.76722070035785
1125,-1,0.79737085895418
1769,-1,0.915784976499542
768,-1,0.81094739267002
1842,-1,0.73432789967391
197,-1,0.81247627300984
288,-1,0.74211886663864
1941,-1,0.81223461765259
948,-1,0.71482385495554
1979,-1,0.78042506909183
387,-1,0.7496440707790599
1430,-1,0.911529232552016
379,-1,0.80423814030134
1876,-1,0.75108479455803
1535,-1,0.74706724664009
1773,-1,0.71048957358302
736,-1,0.78152584566436
122,-1,0.73568720718546
139,-1,-1
942,-1,-1
337,-1,-1
865,-1,0.80060006389498
435,-1,0.7632473310748
925,-1,0.79612964697495
605,-1,0.77182093692318
102,-1,0.63999762892284
2107,-1,0.76487186962538
1089,-1,-1
1638,-1,-1
938,-1,0.78570574039398
1449,-1,-1
817,-1,0.76935806247302
99,-1,0.65613652620198
1653,-1,0.76423557785799
1847,-1,0.75191552778793
77,-1,0.80182472281144
1465,-1,0.78034534200663
1140,-1,0.77683754527938
2022,-1,0.7345709672362299
56,-1,0.81925450599558
878,-1,0.81432769198672
1544,-1,-1
100,-1,0.63393346391204
733,-1,0.8095726296015899
200,-1,0.80567389427241
1600,-1,0.7728251606652
2062,-1,0.7846254312511101
1251,-1,0.76125104740167
1176,-1,0.74911420276127
1255,-1,-1
1621,-1,0.84507520034738
1479,-1,-1
1960,-1,0.79536050052478
1419,-1,0.76904489721743
1330,-1,0.9089580457197199
442,-1,0.7230215820814301
422,-1,0.75105099343592
1406,-1,-1
980,-1,0.7717881520857
1803,-1,0.7236169995977499
919,-1,0.7614773994013699
593,-1,-1
11,-1,-1
1795,-1,0.89954177075332
1562,-1,-1
602,-1,0.73490824810305
855,-1,0.906522605242774
642,-1,0.8033057551680101
1477,-1,-1
843,-1,-1
968,-1,0.7620348619578801
1447,-1,-1
737,-1,0.63969663221689
217,-1,0.77080425764401
734,-1,0.77593222885141
977,-1,0.77657148003466
1729,-1,0.76693945148911
54,-1,0.81805306153715
1758,-1,-1
1931,-1,0.7663263144215
430,-1,-1
1949,-1,-1
1999,-1,0.75298606824108
1055,-1,-1
2081,-1,0.81508044841732
1088,-1,0.79039080299875
934,-1,0.79204615658528
1303,-1,-1
1965,-1,0.79558181847298
975,-1,-1
1263,-1,-1
1032,-1,-1
1102,-1,-1
1028,-1,0.77344948022085
1081,-1,-1
1863,-1,0.75022303387195
1952,-1,0.74672693527333
416,-1,0.8178367160069
404,-1,0.74692515918977
1420,-1,-1
706,-1,0.74484101498405
1234,-1,-1
274,-1,0.78687437341765
1663,-1,0.76304935776641
844,-1,-1
1153,-1,0.74344674232779
1221,-1,-1
449,-1,0.75791267924355
1185,-1,0.79514267727302
343,-1,0.78146638626273
704,-1,0.65584493782915
927,-1,0.79208121570167
1644,-1,0.7736165587127399
2031,-1,-1
407,-1,0.70446610517571
113,-1,0.6692948865327699
902,-1,0.72124230644787
1492,-1,-1
1633,-1,-1
1760,-1,-1
640,-1,0.72883316561585
322,-1,0.75372830080263
1550,-1,0.7655750617432799
101,-1,0.76750729716062
822,-1,0.76424309420527
1033,-1,-1
1214,-1,-1
2005,-1,0.78475497478996
145,-1,0.8600856885650601
346,-1,0.7434337741385
609,-1,0.78419821456754
1073,-1,0.7296335254295601
842,-1,-1
1228,-1,0.80171427859829
1338,-1,-1
1117,-1,-1
193,-1,0.80180484110907
1108,-1,-1
1630,-1,0.7800511519237601
1053,-1,-1
1407,-1,-1
1820,-1,0.7318799900911199
1,-1,-1
1197,-1,0.77696089534443
1132,-1,-1
126,-1,0.6791140324156699
1516,-1,-1
418,-1,0.6586355423079
1239,-1,-1
1506,-1,0.71411810843416
1656,-1,0.85021775100156
1015,-1,0.74554040955942
41,-1,0.78776356360892
1986,-1,0.75660153834467
1610,-1,0.77865976414864
2094,-1,0.76550846221676
105,-1,0.70585367562932
598,-1,0.77036065429947
1748,-1,-1
1718,-1,0.75231844651108
1666,-1,0.7969510257679799
1534,-1,0.6637102853774199
1461,-1,-1
1611,-1,0.78757368742834
1906,-1,0.75107698021329
772,-1,0.7083788382056
291,-1,0.79254707711317
1382,-1,0.77163001986503
1595,-1,0.77699127568093
380,-1,0.793964088689
1270,-1,0.80583696021831
360,-1,0.77911471027006
1625,-1,0.79741227885829
419,-1,0.74505998640183
683,-1,0.73063750484141
2033,-1,0.81860863521334
1624,-1,0.7504826606178701
260,-1,0.75955089901186
1971,-1,0.7596894130174701
579,-1,0.79187268467529
1422,-1,-1
1589,-1,0.77607097388508
1246,-1,0.80668827707994
931,-1,0.7920697931184499
1395,-1,-1
1874,-1,0.75199593352628
207,-1,0.75091564234199
953,-1,0.77550445299601
1669,-1,0.7330786972388099
1792,-1,0.945230070637465
1403,-1,0.76210920757327
1569,-1,-1
552,-1,0.943987879324939
1285,-1,0.76442458374721
1260,-1,0.72502382865808
882,-1,0.8102147101961
1838,-1,0.80882888906354
336,-1,-1
1673,-1,0.74479563408645
241,-1,0.79281312255388
644,-1,0.79787518564668
675,-1,0.79220267655804
1292,-1,0.79798668291274
1441,-1,-1
1757,-1,-1
1945,-1,0.75715698621254
1667,-1,0.927238874736134
622,-1,0.77711138747045
1142,-1,0.76507221546003
19,-1,-1
597,-1,0.78082854323011
1337,-1,-1
89,-1,0.78864283246953
1450,-1,0.83965869413993
305,-1,0.76476657554253
1677,-1,0.7465306704921499
1173,-1,-1
700,-1,0.65048226199238
1313,-1,0.77064669805491
793,-1,0.83749227046431
1413,-1,0.7093695717242
1632,-1,-1
785,-1,0.7740695739764301
711,-1,0.7447068201288101
213,-1,0.76716644736621
1211,-1,-1
1959,-1,-1
896,-1,0.80637488295593
1262,-1,0.7663699742601
635,-1,0.74437819821516
59,-1,0.78064477415843
395,-1,0.7481980152617
1822,-1,0.6797090544739
774,-1,0.8359143701007901
1298,-1,0.86008507984838
58,-1,0.82832818805507
2069,-1,0.81557970526835
763,-1,0.81966647316215
966,-1,0.7639407668945
1575,-1,0.74959478187782
363,-1,0.75867223232536
1022,-1,0.71483068750351
1502,-1,-1
341,-1,0.80181812259552
851,-1,0.7397748095430501
78,-1,0.76303778758199
1602,-1,0.77330116265096
884,-1,0.81355172703054
722,-1,0.78015759378981
1311,-1,0.76109423606951
1471,-1,-1
2078,-1,0.81558429195445
426,-1,0.70272196934914
381,-1,0.7157863974209899
863,-1,0.80940160332622
377,-1,0.78456013921172
405,-1,0.79529755066075
1761,-1,0.79910297384173
27,-1,0.74880349371323
46,-1,0.84454222143219
816,-1,0.75611968504055
114,-1,0.66640981793419
618,-1,0.69905476003168
802,-1,-1
909,-1,0.74094099498732
1774,-1,0.72177595846654
331,-1,0.78870368993588
659,-1,0.7688501885855
899,-1,0.74699540544454
1202,-1,0.76815649971665
1513,-1,-1
576,-1,-1
1026,-1,0.76153956436326
1189,-1,0.79685417864198
1393,-1,-1
930,-1,0.79206509580553
1226,-1,0.7732194533672501
1680,-1,0.74568677373853
1353,-1,0.6398611622329999
1552,-1,0.80992555689478
65,-1,0.74701107624007
923,-1,0.79611116138922
1704,-1,0.7456867853261
1936,-1,0.76651999049904
814,-1,0.77366380491538
1529,-1,0.72982913257489
1343,-1,0.6397492262558699
595,-1,0.76802445085805
974,-1,0.72047713064575
1400,-1,0.6375769290064299
298,-1,0.86859557960266
1410,-1,-1
709,-1,0.77743726046635
187,-1,0.78228460129629
1775,-1,0.7456468868103401
847,-1,0.81837132947297
256,-1,0.78079120545114
1473,-1,-1
1496,-1,-1
1955,-1,0.74445428644111
258,-1,0.76318920524221
1639,-1,-1
1052,-1,-1
74,-1,0.7633985348614201
1451,-1,0.83567265822492
1910,-1,0.75114896414437
42,-1,0.7952948934127599
453,-1,0.6942080154914501
770,-1,0.7376166255918299
118,-1,0.6987530724073401
209,-1,0.75337177797149
727,-1,0.78468491866929
132,-1,0.75868178407139
610,-1,0.7806320483285
2014,-1,0.8149971630369
445,-1,0.76247439073571
1265,-1,-1
370,-1,0.74940635368804
988,-1,0.81295435695675
2001,-1,0.77936798833109
2017,-1,0.7623813896059
1323,-1,0.69288245853675
2060,-1,0.78496805033878
71,-1,0.80802172456418
492,-1,0.8597649751590399
1726,-1,0.72616303896045
1619,-1,0.9089098962955
125,-1,0.6674412931534399
1902,-1,0.75233243115675
1925,-1,0.75200021450342
926,-1,0.79613744478982
951,-1,0.71481596243676
634,-1,0.7701180001775
1095,-1,-1
2059,-1,0.78517876082981
221,-1,0.7682659709084501
84,-1,0.70730946230603
1066,-1,-1
367,-1,0.80384434785265
912,-1,0.76020752382504
2074,-1,0.81038186057165
1554,-1,0.75119020366221
1693,-1,0.7464940517480201
1421,-1,0.8208403408465
167,-1,0.81797939528652
401,-1,0.7548987516065699
178,-1,-1
190,-1,0.76697547215628
906,-1,0.75557833375154
1328,-1,-1
186,-1,0.77152609730909
1668,-1,0.944096217044377
1037,-1,0.7391992022199301
1386,-1,0.78947925071355
1572,-1,-1
392,-1,0.81079494310095
894,-1,-1
1555,-1,0.7709424042941699
1846,-1,0.7510814358806
1564,-1,0.77387522940071
1733,-1,0.79979910176782
750,-1,0.79300715399844
1896,-1,0.75232900707476
1094,-1,0.7895616402904599
107,-1,0.68089230842425
1685,-1,0.74481027274262
947,-1,0.75620319155352
1076,-1,0.78784565595498
1746,-1,-1
1604,-1,0.77426958569198
427,-1,0.71159501333356
403,-1,0.7418866499546299
181,-1,-1
1829,-1,0.76240563337753
388,-1,0.79957756622661
588,-1,0.7176833101355
412,-1,0.76837171514345
1267,-1,-1
1728,-1,0.75633199047664
283,-1,-1
1701,-1,0.74652618004583
940,-1,0.75489871347065
786,-1,0.78349836456076
2003,-1,0.76006519304253
38,-1,0.74589806839615
1828,-1,0.76204905847671
49,-1,0.83975924220232
1614,-1,0.7778874512671801
80,-1,0.7786456308031799
879,-1,0.86255409486207
203,-1,0.7791555091814399
459,-1,0.931993724674056
1423,-1,-1
1922,-1,0.75199722733085
1394,-1,-1
841,-1,-1
982,-1,0.75663707002074
875,-1,0.81104103018553
1041,-1,0.76911357133945
979,-1,0.85863447188651
1315,-1,0.7419823758902899
429,-1,0.75940585407287
1895,-1,-1
1392,-1,0.74011477596318
464,-1,0.8714903930955
1904,-1,0.75199500868669
830,-1,0.76985760141281
1008,-1,0.75025518901913
372,-1,0.77971345034851
1474,-1,-1
1219,-1,-1
1987,-1,0.74300333974738
561,-1,0.82649739371007
1651,-1,0.72189660410975
81,-1,0.76149717643093
352,-1,0.7922657425972
1972,-1,0.79022071318482
1869,-1,0.75022726402006
549,-1,0.77217703948908
1968,-1,0.79791420015556
1719,-1,0.7532294130727399
1780,-1,0.938570473503123
293,-1,0.85971384313804
651,-1,0.78670946301137
52,-1,0.75776510011995
397,-1,0.75499344258844
1448,-1,0.8673948019623701
1801,-1,0.80926532273228
1452,-1,0.8821013635813
784,-1,0.7338048512340201
2008,-1,0.7842005931893801
1157,-1,0.75409751010018
1455,-1,0.88323317496069
1528,-1,-1
86,-1,0.69253739827355
2092,-1,0.76552806424662
1245,-1,0.8066905832431
1050,-1,0.82212710784169
775,-1,0.76697700635238
1789,-1,0.82082600160828
1840,-1,0.7330149203706899
2071,-1,0.81508838748708
323,-1,-1
1237,-1,-1
832,-1,0.76631466324089
285,-1,0.70853608495624
1576,-1,0.75110686565362
1348,-1,-1
239,-1,0.71694278393199
530,-1,-1
1039,-1,0.73023768617056
365,-1,0.7878999932235999
1794,-1,0.77489281539122
1884,-1,0.7511323728032
600,-1,0.7348072761878299
1309,-1,0.73132897054752
1146,-1,0.77532822162676
962,-1,-1
1725,-1,0.7257554139921301
1152,-1,0.8712241952267901
563,-1,0.75929478408072
376,-1,0.77314228683394
1560,-1,-1
97,-1,0.7247000852376799
1926,-1,0.76181603584933
215,-1,0.77598382183643
192,-1,-1
997,-1,0.77960601230176
1541,-1,0.67929568670472
8,-1,-1
712,-1,0.7738184774513099
1809,-1,0.76099227756388
1105,-1,0.77070920101803
1099,-1,-1
1703,-1,0.7447915108523999
1120,-1,0.75709635441359
265,-1,0.7606818918278
1772,-1,0.7873983633492
158,-1,0.76960953719653
1272,-1,0.74861228312406
1598,-1,0.77265179512572
1111,-1,-1
1498,-1,-1
730,-1,0.81377412332219
262,-1,0.78497531287401
1133,-1,-1
2055,-1,0.81517368639648
2099,-1,0.76550329112978
431,-1,0.7948778069956299
1029,-1,0.77434513517708
357,-1,-1
2,-1,-1
1692,-1,0.7456971639677701
1635,-1,-1
1043,-1,0.80601521946879
1404,-1,0.76750165443435
2067,-1,0.81459407237654
4,-1,-1
2029,-1,0.7846114640339901
1377,-1,-1
96,-1,0.76926751018245
2082,-1,0.81558357513841
1374,-1,-1
655,-1,0.77913937321883
705,-1,0.77702151047517
300,-1,0.84909110880837
1487,-1,-1
650,-1,0.8510388245721701
1411,-1,0.87200600479412
1443,-1,0.72979079026929
252,-1,0.77267947382496
53,-1,0.81721460613953
1494,-1,0.80188953678504
73,-1,0.78092641396096
1889,-1,0.75234873797122
1134,-1,0.77645763960223
1054,-1,-1
39,-1,0.75048049769574
765,-1,0.80810951230532
883,-1,0.81192618078038
