Game Name,Num Flags On,Properties,Format,Time,Discrete,Realtime,Turns,Alternating,Simultaneous,Stochastic,HiddenInformation,Match,Asymmetric,AsymmetricForces,AsymmetricPiecesType,Players,Simulation,Solitaire,TwoPlayer,Multiplayer,Cooperation,Team,Puzzle,DeductionPuzzle,PlanningPuzzle,Equipment,Container,Board,Shape,SquareShape,HexShape,TriangleShape,DiamondShape,RectangleShape,SpiralShape,CircleShape,StarShape,Tiling,SquareTiling,HexTiling,TriangleTiling,SemiRegularTiling,MorrisTiling,CircleTiling,SpiralTiling,AlquerqueTiling,MancalaBoard,MancalaStores,MancalaTwoRows,MancalaThreeRows,MancalaFourRows,MancalaSixRows,MancalaCircular,Track,TrackLoop,TrackOwned,Hints,Region,Boardless,PlayableSites,Vertex,Cell,Edge,MultiGraphElement,Hand,ManyContainers,Component,Piece,PieceValue,PieceDirection,Dice,Domino,LargePiece,Tile,Rules,Meta,OpeningContract,SwapOption,Repetition,PositionalSuperko,AutoMove,Start,PiecesPlacedOnBoard,PiecesPlacedOutsideBoard,InitialRandomPlacement,InitialScore,InitialCost,Play,Moves,Add,AddDecision,Step,StepDecision,StepToEmpty,StepToFriend,StepToEnemy,Slide,SlideDecision,Leap,LeapDecision,LeapToEmpty,LeapToEnemy,Hop,HopDecision,HopMoreThanOne,HopEnemyToEmpty,HopFriendToEmpty,HopEnemyToEnemy,HopFriendToEnemy,Sow,SowEffect,SowCapture,SowRemove,SowBacktracking,SowProperties,SowSkip,SowOriginFirst,SowCW,SowCCW,Bet,BetDecision,Vote,VoteDecision,Promotion,Remove,RemoveDecision,FromTo,Rotation,Push,Flip,SwapPieces,SwapPiecesDecision,SwapPlayers,SwapPlayersDecision,TakeControl,Shoot,ShootDecision,Priority,ByDieMove,MaxMovesInTurn,MaxDistance,SetNextPlayer,Capture,ReplacementCapture,HopCapture,HopCaptureMoreThanOne,DirectionCapture,EncloseCapture,CustodialCapture,InterveneCapture,SurroundCapture,CaptureSequence,MaxCapture,Conditions,SpaceConditions,Line,Connection,Group,Contains,Loop,Pattern,PathExtent,Territory,Fill,Distance,MoveConditions,Stalemate,CanMove,CanNotMove,PieceConditions,NoPiece,Threat,IsEmpty,IsEnemy,IsFriend,LineOfSight,Directions,AbsoluteDirections,AllDirections,AdjacentDirection,OrthogonalDirection,DiagonalDirection,RotationalDirection,SameLayerDirection,RelativeDirections,ForwardDirection,BackwardDirection,ForwardsDirection,BackwardsDirection,RightwardDirection,LeftwardDirection,RightwardsDirection,LeftwardsDirection,ForwardLeftDirection,ForwardRightDirection,BackwardLeftDirection,BackwardRightDirection,SameDirection,OppositeDirection,Information,HidePieceType,HidePieceOwner,HidePieceValue,InvisiblePiece,Phase,Scoring,PieceCount,SumDice,End,SpaceGoal,LineGoal,ConnectionGoal,GroupGoal,LoopGoal,PathExtentGoal,TerritoryGoal,WarGoal,Checkmate,RaceGoal,Escape,FillGoal,ReachGoal,ScoringGoal,StalemateGoal,Math,Arithmetic,Operations,Addition,Subtraction,Multiplication,Division,Modulo,Absolute,Exponentiation,Minimum,Maximum,Comparison,Equal,NotEqual,LesserThan,LesserThanOrEqual,GreaterThan,GreaterThanOrEqual,Parity,Even,Odd,Logic,Conjunction,Disjunction,Negation,Set,Union,Intersection,Complement,Algorithmics,ConditionalStatement,ControlFlowStatement,Visual,Style,BoardStyle,GraphStyle,ChessStyle,GoStyle,MancalaStyle,PenAndPaperStyle,ShibumiStyle,BackgammonStyle,JanggiStyle,XiangqiStyle,ShogiStyle,TableStyle,SurakartaStyle,TaflStyle,NoBoard,ComponentStyle,AnimalComponent,ChessComponent,FairyChessComponent,PloyComponent,ShogiComponent,XiangqiComponent,StrategoComponent,HandComponent,CheckersComponent,BallComponent,TaflComponent,DiscComponent,StackType,Stack,Symbols,ShowPieceValue,ShowPieceState,Implementation,State,StateType,StackState,PieceState,SiteState,RotationState,VisitedSites,Variable,InternalCounter,PlayerValue,Efficiency,CopyContext,Then,ForEachPiece,DoLudeme,NumPlayers,NumPlayableSitesOnBoard,NumColumns,NumRows,NumCorners,NumDirections,NumOrthogonalDirections,NumDiagonalDirections,NumAdjacentDirections,NumOffDiagonalDirections,NumOuterSites,NumInnerSites,NumLayers,NumEdges,NumCells,NumVertices,NumPerimeterSites,NumTopSites,NumBottomSites,NumRightSites,NumLeftSites,NumCentreSites,NumConvexCorners,NumConcaveCorners,NumPhasesBoard,NumContainers,NumPlayableSites,NumComponentsType,NumComponentsTypePerPlayer,NumDice,NumPlayPhase
Hus_Damara-Damara,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,81,12,4,4,6.08,3.33,2.75,3.33,0,28,20,1,80,33,48,28,12,12,4,4,4,4,0,2,3,83,1,0,0,1
Hus_Damara-Wagner,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,81,12,4,4,6.08,3.33,2.75,3.33,0,28,20,1,80,33,48,28,12,12,4,4,4,4,0,2,3,83,1,0,0,1
Kisolo_Lali-,66,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,32,8,4,4,5.88,3.25,2.62,3.25,0,20,12,1,52,21,32,20,8,8,4,4,4,4,0,2,3,34,1,0,0,1
Kisolo-Kisolo,65,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,28,7,4,4,5.79,3.21,2.57,3.21,0,18,10,1,45,18,28,18,7,7,4,4,2,4,0,2,1,28,1,0,0,1
Kisolo-Starting_Position_1,65,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,28,7,4,4,5.79,3.21,2.57,3.21,0,18,10,1,45,18,28,18,7,7,4,4,2,4,0,2,1,28,1,0,0,1
Kisolo-Starting_Position_2,65,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,,,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,28,7,4,4,5.79,3.21,2.57,3.21,0,18,10,1,45,18,28,18,7,7,4,4,2,4,0,2,1,28,1,0,0,1
Mefuvha-,73,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,109,16,4,4,6.19,3.38,2.81,3.38,0,36,28,1,108,45,64,36,16,16,4,4,4,4,0,2,3,111,1,0,0,1
Misoro_Tsoro_Additional_Capture-Misoro_Tsoro_Additional_Capture,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,,2,32,8,4,4,5.88,3.25,2.62,3.25,0,20,12,1,52,21,32,20,8,8,4,4,4,4,0,2,1,32,1,0,0,2
Misoro_Tsoro_Additional_Capture-Extra_Counters,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,,2,32,8,4,4,5.88,3.25,2.62,3.25,0,20,12,1,52,21,32,20,8,8,4,4,4,4,0,2,1,32,1,0,0,1
Misoro_Tsoro-Misoro_Tsoro,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,,2,32,8,4,4,5.88,3.25,2.62,3.25,0,20,12,1,52,21,32,20,8,8,4,4,4,4,0,2,1,32,1,0,0,2
Misoro_Tsoro-Extra_Counters,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,,2,32,8,4,4,5.88,3.25,2.62,3.25,0,20,12,1,52,21,32,20,8,8,4,4,4,4,0,2,1,32,1,0,0,1
Msuwa_wa_Kunja-,66,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,,,2,40,10,4,4,6,3.3,2.7,3.3,0,24,16,1,66,27,40,24,10,10,4,4,4,4,0,2,1,40,1,0,0,1
Msuwa-,66,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,Yes,Yes,Yes,,,2,40,10,4,4,6,3.3,2.7,3.3,0,24,16,1,66,27,40,24,10,10,4,4,4,4,0,2,1,40,1,0,0,1
Musoro_Tsoro-,68,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,,2,32,8,4,4,5.88,3.25,2.62,3.25,0,20,12,1,52,21,32,20,8,8,4,4,4,4,0,2,1,32,1,0,0,1
Muvalavala_Luena-,70,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,,Yes,Yes,,,,,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,39,6,4,4,5.67,3.17,2.5,3.17,0,16,8,1,38,15,24,16,6,6,4,4,4,4,0,2,3,41,1,0,0,2
Nchuwa-,65,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,Yes,,,2,24,6,4,4,5.67,3.17,2.5,3.17,0,16,8,1,38,15,24,16,6,6,4,4,4,4,0,2,1,24,1,0,0,6
Ngolo-,58,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,36,9,4,4,5.94,3.28,2.67,3.28,0,22,14,1,59,24,36,22,9,9,4,4,2,4,0,2,1,36,1,0,0,1
Owela_Benguela-,67,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,Yes,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,81,12,4,4,6.08,3.33,2.75,3.33,0,28,20,1,80,33,48,28,12,12,4,4,4,4,0,2,3,83,1,0,0,1
Sute-,58,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,,,Yes,,,Yes,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,Yes,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,,,,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,Yes,Yes,,,2,32,8,4,4,5.88,3.25,2.62,3.25,0,20,12,1,52,21,32,20,8,8,4,4,4,4,0,2,1,32,1,0,0,1
