,Cluster1.1,Cluster1.2,Cluster1.3,Cluster1.4,Cluster1.5,Cluster1.6,Cluster2.1,Cluster2.2,Cluster2.3,Cluster2.4,Cluster2.5,Cluster2.6,Cluster2.7,Cluster2.8,Cluster3.1,Cluster3.2,Cluster3.3,Cluster3.4,Cluster3.5,Cluster3.6,Cluster3.7,Cluster3.8,Cluster3.9,Cluster3.10,Cluster3.11,Cluster3.12,Cluster4
ProposeDecision,5.172413793103448,0.0,6.521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SingleSiteMoves,1.7241379310344827,0.0,2.1739130434782608,10.95890410958904,0.0,0.0,90.0,91.42857142857143,57.142857142857146,5.555555555555555,0.0,87.5,0.0,0.0,97.29729729729729,3.125,0.0,7.6923076923076925,7.142857142857143,6.666666666666667,8.333333333333334,0.0,14.285714285714286,5.0,57.142857142857146,0.0,23.880597014925375
AddDecision,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,3.125,0.0,0.0,0.0,6.666666666666667,0.0,0.0,14.285714285714286,0.0,57.142857142857146,0.0,0.0
PromotionDecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.417910447761194
RemoveDecision,0.0,0.0,2.1739130434782608,10.95890410958904,0.0,0.0,90.0,91.42857142857143,57.142857142857146,5.555555555555555,0.0,87.5,0.0,0.0,94.5945945945946,0.0,0.0,7.6923076923076925,7.142857142857143,0.0,8.333333333333334,0.0,0.0,5.0,0.0,0.0,7.462686567164179
RotationDecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TwoSitesMoves,32.758620689655174,96.0,4.3478260869565215,27.397260273972602,0.0,100.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,97.29729729729729,96.875,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42.857142857142854,100.0,100.0
StepDecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.29729729729729,56.25,100.0,69.23076923076923,100.0,100.0,79.16666666666667,100.0,85.71428571428571,85.0,0.0,100.0,100.0
StepDecisionToEmpty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.29729729729729,56.25,100.0,69.23076923076923,100.0,100.0,79.16666666666667,100.0,85.71428571428571,85.0,0.0,100.0,100.0
StepDecisionToFriend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0
StepDecisionToEnemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,98.50746268656717
SlideDecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444445,37.5,79.3103448275862,7.142857142857143,10.0,28.571428571428573,4.0,98.50746268656717
SlideDecisionToEmpty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,4.166666666666667,0.0,0.0,0.0,0.0,0.0,40.298507462686565
SlideDecisionToEnemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.477611940298507
SlideDecisionToFriend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeapDecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,86.56716417910448
LeapDecisionToEmpty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,86.56716417910448
LeapDecisionToFriend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LeapDecisionToEnemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.07462686567165
HopDecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,95.55555555555556,100.0,100.0,28.571428571428573,50.0,0.0,100.0,50.74626865671642
HopDecisionMoreThanOne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,21.428571428571427,0.0,16.666666666666668,79.3103448275862,0.0,10.0,0.0,4.0,16.417910447761194
HopDecisionEnemyToEmpty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.23076923076923,100.0,95.55555555555556,95.83333333333333,100.0,21.428571428571427,45.0,0.0,100.0,0.0
HopDecisionFriendToEmpty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970149253731344
HopDecisionEnemyToFriend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HopDecisionFriendToFriend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HopDecisionEnemyToEnemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
HopDecisionFriendToEnemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,1.492537313432836
FromToDecision,32.758620689655174,96.0,4.3478260869565215,27.397260273972602,0.0,100.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,97.29729729729729,84.375,50.0,92.3076923076923,100.0,0.0,0.0,0.0,14.285714285714286,100.0,42.857142857142854,24.0,31.34328358208955
FromToDecisionWithinBoard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FromToDecisionBetweenContainers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FromToDecisionEmpty,12.068965517241379,16.0,0.0,0.0,0.0,0.0,50.0,82.85714285714286,34.285714285714285,44.44444444444444,0.0,0.0,0.0,66.66666666666667,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.571428571428573,0.0,5.970149253731344
FromToDecisionEnemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.142857142857142,8.571428571428571,44.44444444444444,0.0,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985074626865672
FromToDecisionFriend,0.0,0.0,0.0,0.0,0.0,0.0,50.0,77.14285714285714,20.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SwapPiecesDecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.492537313432836
ShootDecision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MovesNonDecision,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.5945945945946,0.0,10.0,100.0,100.0,100.0,100.0,100.0,28.571428571428573,100.0,85.71428571428571,100.0,100.0
MovesEffects,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.5945945945946,0.0,10.0,100.0,100.0,100.0,100.0,100.0,28.571428571428573,100.0,85.71428571428571,100.0,100.0
BetEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VoteEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SwapPlayersEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TakeControl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PassEffect,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roll,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.970149253731344
ProposeEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AddEffect,1.7241379310344827,2.0,0.0,1.36986301369863,0.0,100.0,0.0,0.0,2.857142857142857,0.0,22.22222222222222,87.5,12.5,0.0,5.405405405405405,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,2.985074626865672
Sow,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SowWithEffect,91.37931034482759,98.0,89.1304347826087,98.63013698630137,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SowCapture,77.58620689655173,90.0,80.43478260869566,64.38356164383562,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SowRemove,0.0,2.0,2.1739130434782608,28.767123287671232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SowBacktracking,20.689655172413794,8.0,28.26086956521739,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SowProperties,91.37931034482759,98.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SowSkip,34.48275862068966,16.0,13.043478260869565,2.73972602739726,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SowOriginFirst,91.37931034482759,98.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SowCW,25.862068965517242,48.0,26.08695652173913,32.87671232876713,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SowCCW,77.58620689655173,94.0,89.1304347826087,98.63013698630137,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PromotionEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,20.833333333333332,96.55172413793103,0.0,0.0,0.0,8.0,52.23880597014925
RemoveEffect,3.4482758620689653,4.0,2.1739130434782608,30.136986301369863,0.0,100.0,10.0,5.714285714285714,14.285714285714286,100.0,55.55555555555556,100.0,75.0,100.0,8.108108108108109,0.0,10.0,84.61538461538461,100.0,100.0,95.83333333333333,96.55172413793103,21.428571428571427,100.0,57.142857142857146,100.0,98.50746268656717
PushEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SetMove,62.06896551724138,88.0,41.30434782608695,93.15068493150685,20.0,50.0,100.0,97.14285714285714,68.57142857142857,83.33333333333333,66.66666666666667,100.0,87.5,16.666666666666668,94.5945945945946,0.0,10.0,46.15384615384615,35.714285714285715,33.333333333333336,54.166666666666664,93.10344827586206,0.0,60.0,28.571428571428573,40.0,20.895522388059703
SetNextPlayer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MoveAgain,62.06896551724138,88.0,41.30434782608695,93.15068493150685,20.0,50.0,100.0,97.14285714285714,57.142857142857146,83.33333333333333,66.66666666666667,100.0,87.5,16.666666666666668,94.5945945945946,0.0,10.0,46.15384615384615,35.714285714285715,33.333333333333336,54.166666666666664,93.10344827586206,0.0,60.0,28.571428571428573,40.0,19.402985074626866
SetValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.428571428571429,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,0.0,0.0,1.492537313432836
SetCount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SetCost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SetPhase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SetTrumpSuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SetRotation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StepEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.492537313432836
SlideEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.447761194029852
LeapEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HopEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,7.142857142857143,26.666666666666668,29.166666666666668,62.06896551724138,0.0,10.0,0.0,24.0,0.0
FromToEffect,89.65517241379311,100.0,93.47826086956522,69.86301369863014,90.0,0.0,80.0,60.0,88.57142857142857,11.11111111111111,77.77777777777777,87.5,87.5,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,3.4482758620689653,0.0,0.0,0.0,0.0,14.925373134328359
SwapPiecesEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ShootEffect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MovesOperators,0.0,0.0,0.0,9.58904109589041,0.0,0.0,100.0,94.28571428571429,17.142857142857142,27.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,4.166666666666667,68.96551724137932,0.0,0.0,0.0,0.0,2.985074626865672
Priority,0.0,0.0,0.0,9.58904109589041,0.0,0.0,10.0,2.857142857142857,2.857142857142857,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,4.166666666666667,62.06896551724138,0.0,0.0,0.0,0.0,1.492537313432836
ByDieMove,0.0,0.0,0.0,0.0,0.0,0.0,100.0,94.28571428571429,14.285714285714286,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.492537313432836
MaxMovesInTurn,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.724137931034484,0.0,0.0,0.0,0.0,0.0
MaxDistance,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Capture,0.0,0.0,0.0,1.36986301369863,0.0,100.0,85.0,62.857142857142854,88.57142857142857,100.0,77.77777777777777,12.5,0.0,100.0,0.0,0.0,0.0,84.61538461538461,100.0,100.0,100.0,100.0,21.428571428571427,100.0,57.142857142857146,100.0,98.50746268656717
ReplacementCapture,0.0,0.0,0.0,1.36986301369863,0.0,100.0,85.0,62.857142857142854,88.57142857142857,100.0,77.77777777777777,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,98.50746268656717
HopCapture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.61538461538461,100.0,95.55555555555556,95.83333333333333,100.0,21.428571428571427,50.0,0.0,100.0,0.0
HopCaptureMoreThanOne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,21.428571428571427,0.0,0.0,37.93103448275862,0.0,10.0,0.0,0.0,0.0
DirectionCapture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EncloseCapture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.142857142857146,0.0,0.0
CustodialCapture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,4.166666666666667,0.0,0.0,50.0,0.0,0.0,0.0
InterveneCapture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SurroundCapture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
CaptureSequence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.48275862068966,0.0,0.0,0.0,0.0,0.0
MaxCapture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conditions,91.37931034482759,98.0,71.73913043478261,89.04109589041096,80.0,100.0,100.0,100.0,97.14285714285714,100.0,88.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SpaceConditions,37.93103448275862,58.0,17.391304347826086,52.054794520547944,40.0,0.0,20.0,37.142857142857146,51.42857142857143,72.22222222222223,55.55555555555556,100.0,75.0,50.0,97.29729729729729,100.0,10.0,0.0,14.285714285714286,13.333333333333334,37.5,100.0,50.0,15.0,100.0,8.0,98.50746268656717
Line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.29729729729729,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0
Connection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Contains,37.93103448275862,58.0,17.391304347826086,52.054794520547944,40.0,0.0,20.0,37.142857142857146,51.42857142857143,61.111111111111114,55.55555555555556,100.0,75.0,50.0,5.405405405405405,0.0,10.0,0.0,0.0,13.333333333333334,33.333333333333336,100.0,7.142857142857143,10.0,28.571428571428573,8.0,98.50746268656717
Loop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pattern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PathExtent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.42857142857143,0.0,0.0
Fill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,0.0,0.0
Distance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,2.2222222222222223,4.166666666666667,6.896551724137931,0.0,5.0,0.0,0.0,5.970149253731344
MoveConditions,58.62068965517241,10.0,45.65217391304348,54.794520547945204,60.0,0.0,30.0,20.0,14.285714285714286,22.22222222222222,33.333333333333336,75.0,12.5,0.0,16.216216216216218,3.125,100.0,100.0,100.0,82.22222222222223,54.166666666666664,96.55172413793103,50.0,40.0,28.571428571428573,76.0,97.01492537313433
NoMoves,56.89655172413793,6.0,45.65217391304348,54.794520547945204,60.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81081081081081,3.125,90.0,100.0,100.0,73.33333333333333,29.166666666666668,65.51724137931035,50.0,30.0,28.571428571428573,72.0,38.80597014925373
NoMovesMover,39.6551724137931,0.0,32.608695652173914,15.068493150684931,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,5.0,0.0,0.0,13.432835820895523
